USD,ARS,AUD,BHD,BBD,BRL,GBP,CAD,XAF,CLP,CNY,CZK,DKK,XCD,EGP,EEK,EUR,HKD,HUF,ISK,INR,IDR,ILS,JMD,JPY,JOD,KES,LVL,LBP,LTL,MYR,MXN,MAD,NAD,NPR,NZD,NOK,OMR,PKR,PAB,PHP,PLN,QAR,RON,RUB,SAR,SGD,ZAR,KRW,LKR,SEK,CHF,THB,TRY,AED,XOF
1,"1,391.59",1.43,0.38,2.00,5.34,0.75,1.37,567.92,928.15,6.90,21.17,6.47,2.70,52.23,0.00,0.87,7.83,337.85,124.98,93.52,"16,972.17",3.12,157.35,158.77,0.71,129.60,0.00,"89,686.10",0.00,3.94,17.79,9.36,16.89,149.80,1.71,9.72,0.38,279.63,1.00,60.03,3.68,3.66,4.41,82.22,3.75,1.28,16.79,"1,490.69",312.42,9.36,0.79,32.44,44.31,3.67,566.36
