Actual,Predicted
14.99,14.99
33.99,33.819
7.99,7.99
28.99,28.755
28.99,28.755
6.39,6.39
26.99,26.574
12.99,12.99
2.27,2.27
6.99,6.99
15.29,15.29
12.99,12.99
3.99,3.99
8.0,8.0
12.99,12.99
7.99,7.99
13.99,13.99
9.99,9.99
15.79,15.79
13.78,13.78
4.98,4.98
7.49,7.49
11.48,11.48
3.99,3.99
17.99,17.99
19.99,19.99
5.99,5.99
14.99,14.99
17.89,17.89
12.99,12.99
14.99,14.99
9.99,9.99
6.36,6.36
17.89,17.89
3.99,3.99
9.99,9.99
9.99,9.99
11.99,11.99
21.99,21.99
13.99,13.99
3.99,3.99
12.99,12.99
22.98,22.98
29.32,29.32
12.99,12.99
11.48,11.48
7.99,7.99
10.99,10.99
7.99,7.99
12.99,12.99
13.98,13.98
9.49,9.49
7.99,7.99
12.99,10.503
9.99,9.99
6.99,6.99
13.78,13.78
7.99,7.99
9.49,9.49
9.99,9.99
17.23,17.23
7.99,7.99
3.99,3.99
23.99,23.99
8.03,10.121
6.89,6.89
11.48,11.48
13.78,13.78
12.99,12.99
19.99,19.99
5.79,5.79
3.99,3.99
3.99,3.99
12.99,12.99
12.99,12.99
9.99,9.99
5.21,5.21
25.28,25.28
18.79,18.79
3.99,3.99
8.72,8.72
7.49,7.49
11.49,11.49
3.99,3.99
11.99,11.99
3.99,3.99
3.99,3.99
3.99,3.99
10.19,10.19
3.99,3.99
9.99,9.99
9.49,9.49
9.99,9.99
6.99,6.99
9.99,9.99
3.99,3.99
17.23,17.23
10.99,10.99
12.99,12.99
6.99,6.99
3.99,3.99
14.36,14.36
9.99,9.99
24.13,24.13
11.48,11.48
19.53,19.53
26.99,26.99
1.52,1.52
4.99,4.99
9.99,9.99
9.99,9.99
11.48,11.48
17.99,17.99
18.99,18.99
9.99,9.99
9.99,9.99
6.99,6.99
6.99,6.99
7.99,7.99
9.99,9.99
3.99,3.99
24.13,24.13
3.99,3.99
13.99,13.99
6.99,6.99
19.53,19.53
7.99,7.99
17.89,17.89
12.56,12.56
12.06,12.06
11.48,11.48
13.78,13.78
4.99,4.99
7.99,7.99
6.99,6.99
11.48,11.48
7.99,7.99
13.98,13.98
3.99,3.99
6.99,6.99
1.52,1.52
11.48,11.48
6.99,6.99
7.99,7.99
3.99,3.99
29.32,29.32
14.99,14.99
11.48,11.48
8.99,8.99
6.99,6.99
6.49,6.49
6.99,6.99
3.99,3.99
7.99,7.99
20.98,20.98
9.99,9.99
5.67,5.67
3.99,3.99
12.99,12.99
19.53,19.53
9.99,9.99
7.99,7.99
9.99,9.99
4.2,4.2
18.99,18.99
12.99,12.99
6.99,6.99
7.99,7.99
9.99,9.99
9.99,9.99
10.99,10.99
4.99,4.99
20.98,20.98
17.99,17.99
19.99,19.99
7.99,7.99
12.99,12.99
6.99,6.99
6.99,6.99
7.99,7.99
3.99,3.99
369.0,369.0
12.99,12.99
25.28,25.28
5.99,5.99
22.98,22.98
5.99,5.99
8.0,8.0
9.49,9.49
26.99,26.574
21.83,21.716
7.99,7.99
9.99,9.99
10.49,10.49
19.99,19.99
12.99,12.99
15.49,15.49
7.99,7.99
6.89,6.89
7.99,7.99
7.99,7.99
17.99,17.99
3.99,3.99
11.48,11.48
3.99,3.99
9.99,9.99
7.99,7.99
12.99,12.99
7.49,7.49
21.83,21.716
9.49,9.49
11.46,11.46
12.99,12.99
4.49,4.49
3.99,3.99
7.99,7.99
4.49,4.49
4.49,4.49
3.99,3.99
11.99,11.99
6.99,6.99
29.9,29.9
9.99,9.99
14.99,14.99
9.99,9.99
3.99,3.99
19.99,19.99
9.99,9.99
25.28,25.28
5.99,5.99
8.99,8.99
3.99,3.99
25.28,25.28
7.99,10.503
7.99,7.99
26.43,26.226
11.49,11.49
6.99,6.99
10.99,10.99
6.99,6.99
3.99,3.99
7.99,7.99
6.99,6.99
3.99,3.99
12.99,12.99
15.99,15.99
6.99,6.99
30.5,30.5
12.99,12.99
6.99,6.99
18.99,18.99
10.49,10.49
10.19,10.19
3.99,3.99
14.99,14.99
13.98,13.98
25.28,25.28
33.99,33.819
13.27,13.27
7.99,7.99
6.99,6.99
5.99,5.99
7.99,7.99
9.99,9.99
11.48,11.48
6.99,6.99
11.99,11.99
6.49,6.49
8.99,8.99
7.99,7.99
9.76,9.76
7.49,7.49
3.99,3.99
13.78,13.78
14.36,14.36
12.99,12.99
9.49,9.49
22.98,22.98
6.99,6.99
11.48,11.48
7.49,7.49
9.1,9.1
3.99,3.99
5.79,5.79
9.99,9.99
12.99,12.99
3.99,3.99
22.99,22.99
11.48,11.48
12.99,12.99
3.99,3.99
11.48,11.48
4.99,4.99
7.99,7.99
12.99,12.99
13.78,13.78
1.52,1.52
7.49,7.49
7.99,7.99
12.99,12.99
7.99,7.99
11.99,11.99
11.99,11.99
3.23,3.23
3.23,3.23
4.2,4.2
12.06,12.06
5.21,5.21
139.0,139.0
7.99,7.99
18.38,18.38
7.99,7.99
7.99,7.99
7.49,7.49
9.99,9.99
369.0,369.0
13.78,13.78
6.99,6.99
12.99,12.99
9.51,9.51
9.49,9.49
9.99,9.99
9.49,9.49
13.78,13.78
7.99,7.99
7.49,7.49
13.78,13.78
9.99,9.99
3.99,3.99
4.49,4.49
7.99,7.99
22.99,22.99
21.99,21.99
9.51,9.51
3.99,3.99
4.49,4.49
12.99,12.99
9.99,9.99
12.99,12.99
17.23,17.23
16.41,16.41
6.99,6.99
4.09,4.09
13.99,13.99
9.1,9.1
29.9,29.9
19.99,19.99
8.99,8.99
7.49,7.49
3.99,3.99
12.99,12.99
10.58,10.58
11.48,11.48
24.13,24.13
4.98,4.98
7.99,7.99
26.43,26.226
28.99,28.755
6.99,6.99
12.24,12.24
13.99,13.99
9.51,9.51
11.48,11.48
20.98,20.98
19.53,19.53
6.99,6.99
12.99,12.99
5.99,5.99
14.99,14.99
7.99,7.99
5.79,5.79
7.99,7.99
7.99,7.99
17.99,17.99
19.44,19.44
3.99,3.99
7.99,7.99
14.99,14.99
10.49,10.49
13.78,13.78
9.99,9.99
6.49,6.49
5.79,5.79
11.99,11.99
7.99,7.99
13.99,13.99
13.99,13.99
18.38,18.38
12.56,12.56
3.99,3.99
3.99,3.99
11.99,11.99
9.49,9.49
2.5,2.5
12.99,12.99
3.99,6.757
12.99,12.99
14.99,14.99
12.99,12.99
9.99,9.99
9.99,9.99
3.99,3.99
16.99,16.99
11.48,11.48
29.9,29.9
6.59,6.59
4.49,4.49
11.48,11.48
9.99,9.99
18.79,18.79
14.99,14.99
7.99,7.99
13.8,13.8
7.99,7.99
12.99,12.99
9.99,9.99
12.99,12.99
20.99,20.99
7.99,7.99
8.99,8.99
7.99,7.99
9.99,9.99
15.79,15.79
4.49,4.49
22.98,22.98
3.99,3.99
7.99,7.99
3.99,3.99
9.99,9.99
6.99,6.99
12.56,12.56
9.99,9.99
19.77,19.77
12.99,12.99
7.99,7.99
6.99,6.99
14.99,14.99
12.99,12.99
24.13,24.13
3.99,3.99
8.99,8.99
9.99,9.99
7.99,7.99
7.99,7.99
12.99,12.99
9.99,9.99
27.99,27.99
12.99,12.99
21.25,21.25
2.9,2.9
12.99,12.99
6.99,6.99
14.99,14.99
12.99,12.99
6.39,6.39
9.99,9.99
25.28,25.28
4.49,4.49
3.99,3.99
12.99,12.99
11.99,11.99
13.99,13.99
10.49,10.49
4.49,4.49
16.98,16.98
9.49,9.49
13.78,13.78
7.99,7.99
14.99,14.99
7.99,7.99
27.99,27.99
6.39,6.39
9.99,9.99
11.48,11.48
11.48,11.48
12.99,12.99
5.94,5.94
12.99,12.99
12.99,12.99
10.99,10.99
3.99,3.99
19.99,19.99
6.99,6.99
6.99,6.99
4.2,4.2
26.99,26.99
9.51,9.51
7.49,7.49
7.99,7.99
5.79,5.79
33.99,33.819
20.68,20.68
12.99,12.99
15.49,15.49
9.99,9.99
7.99,7.99
13.78,13.78
12.99,12.99
9.99,9.99
25.28,25.28
5.99,5.99
11.48,11.48
14.99,14.99
9.49,9.49
22.98,22.98
9.99,9.99
3.99,3.99
9.99,9.99
29.9,29.9
10.59,10.59
10.99,10.99
8.99,8.99
4.49,4.49
7.99,7.99
14.99,14.99
9.99,9.99
7.99,7.99
11.48,11.48
12.99,12.99
5.99,5.99
12.99,12.99
13.99,13.99
9.76,9.76
22.98,22.98
6.99,6.99
19.99,19.879
16.41,16.41
19.53,19.53
7.99,7.99
7.99,7.99
5.99,5.99
9.76,9.76
7.99,7.99
12.99,12.99
4.49,4.49
22.98,22.98
12.99,12.99
10.99,10.99
20.68,20.68
3.99,3.99
6.99,6.99
6.39,6.39
7.99,7.99
3.99,3.99
7.99,7.99
14.99,14.99
7.99,7.99
6.99,6.99
6.99,6.99
2.9,2.9
7.99,7.99
6.99,6.99
17.99,17.99
19.44,19.44
3.99,3.99
3.99,3.99
7.99,7.99
4.49,4.49
12.99,12.99
7.99,7.99
4.09,4.09
11.99,11.99
19.99,19.879
3.99,3.99
12.99,12.99
3.99,3.99
12.99,12.99
7.99,7.99
15.49,15.49
29.9,29.9
3.99,3.99
5.99,5.99
14.99,14.99
5.67,5.67
5.99,5.99
12.99,12.99
7.99,7.99
29.9,29.9
8.99,8.99
19.99,19.99
30.5,30.5
12.99,12.99
12.99,12.99
6.99,6.99
11.99,11.99
6.99,6.99
7.99,7.99
6.99,6.99
11.48,11.48
12.99,12.99
7.99,7.99
11.99,11.99
3.99,3.99
3.99,3.99
11.99,11.99
7.49,7.49
5.99,5.99
6.99,6.99
12.24,12.24
12.99,12.99
9.99,9.99
9.1,9.1
19.53,19.53
9.99,9.99
15.79,15.79
19.53,19.53
7.99,7.99
12.99,12.99
6.99,6.99
13.78,13.78
9.49,9.49
25.28,25.28
169.0,169.0
7.99,7.99
14.99,14.99
3.99,3.99
7.99,7.99
9.99,9.99
8.0,8.0
22.99,22.99
24.41,24.41
3.23,3.23
9.99,9.99
11.99,11.99
8.99,8.99
7.49,7.49
9.99,9.99
12.06,12.06
7.99,7.99
7.99,7.99
3.72,3.72
7.99,7.99
8.99,8.99
19.99,19.99
7.99,7.99
7.99,7.99
13.99,13.99
16.41,16.41
9.76,9.76
9.49,9.49
7.99,7.99
7.99,7.99
9.99,9.99
12.99,12.99
12.99,12.99
9.99,9.99
11.46,11.46
8.99,8.99
11.48,11.48
9.99,9.99
21.83,21.716
7.49,7.49
14.99,14.99
26.99,26.99
12.99,12.99
9.99,9.99
13.27,13.27
7.49,7.49
5.94,5.94
6.99,6.99
26.99,26.99
9.99,9.99
21.83,21.716
23.99,23.99
26.99,26.99
12.99,12.99
6.99,6.99
6.99,6.99
8.99,8.99
11.48,11.48
11.48,10.121
9.99,9.99
7.99,7.99
27.99,27.99
2.9,2.9
22.98,22.98
12.99,12.99
3.99,3.99
4.99,4.99
7.99,7.99
7.99,7.99
9.76,9.76
12.99,12.99
9.99,9.99
5.79,5.79
7.99,7.99
6.99,6.99
13.99,13.99
13.99,13.99
3.99,3.99
17.99,17.99
6.49,6.49
13.99,13.99
7.99,10.503
4.49,4.49
7.49,7.49
3.99,3.99
5.67,5.67
9.49,9.49
12.99,12.99
5.99,5.99
7.99,7.99
13.99,13.99
13.78,13.78
10.99,10.99
7.49,7.49
24.13,24.13
9.99,9.99
11.48,11.48
12.99,12.99
7.49,7.49
9.99,9.99
14.99,14.99
10.99,10.99
3.99,3.99
6.99,6.99
7.49,7.49
11.48,11.48
7.99,7.99
20.68,20.68
4.99,4.99
6.99,6.99
5.99,5.99
7.99,7.99
8.99,8.99
7.19,7.19
12.99,10.503
7.99,7.99
12.99,12.99
13.8,13.8
29.9,29.9
3.99,3.99
3.99,3.99
7.99,7.99
3.72,3.72
3.72,3.72
8.99,8.99
15.99,15.99
30.5,30.5
6.99,6.99
11.99,11.99
9.99,9.99
4.99,4.99
7.49,7.49
10.99,10.99
9.99,9.99
8.99,8.99
12.99,12.99
11.48,11.48
1.52,1.52
18.38,18.38
6.99,6.99
14.99,14.99
26.99,26.574
11.99,11.99
22.98,22.98
9.99,9.99
7.99,7.99
3.99,3.99
4.99,4.99
7.99,7.99
7.99,7.99
6.99,6.99
7.99,7.99
7.99,7.99
9.49,9.49
5.79,5.79
7.99,7.99
24.5,24.5
12.99,12.99
12.99,12.99
3.99,3.99
8.99,8.99
14.36,14.36
7.99,7.99
11.48,11.48
7.99,7.99
13.78,13.78
4.49,4.49
4.2,4.2
12.99,12.99
26.99,26.99
10.19,10.19
29.9,29.9
9.99,9.99
5.99,5.99
6.99,6.99
3.72,3.72
7.99,7.99
4.49,4.49
12.99,12.99
7.99,7.99
9.99,9.99
7.99,7.99
9.99,9.99
14.99,14.99
3.99,3.99
11.99,11.99
13.99,13.99
9.99,9.99
5.99,5.99
7.49,7.49
9.99,9.99
11.48,11.48
16.98,16.98
19.99,19.99
19.77,19.77
6.99,6.99
7.99,7.99
16.99,16.99
4.49,4.49
12.06,12.06
13.99,13.99
13.99,13.99
12.99,12.99
19.53,19.53
12.99,12.99
6.99,6.99
269.0,269.0
14.99,14.99
4.98,4.98
12.24,12.24
12.99,12.99
6.99,6.99
20.68,20.68
3.99,3.99
7.99,7.99
16.41,16.41
6.99,6.99
7.49,7.49
6.49,6.49
9.99,9.99
26.99,26.99
12.99,12.99
12.99,12.99
12.99,12.99
12.99,12.99
3.99,3.99
7.99,7.99
21.25,21.25
11.48,11.48
7.19,7.19
7.99,7.99
3.99,3.99
7.99,7.99
3.99,3.99
25.28,25.28
9.99,9.99
18.38,18.38
5.99,5.99
11.46,11.46
7.99,7.99
12.99,12.99
6.99,6.99
5.79,5.79
9.99,9.99
9.99,9.99
12.99,12.99
14.36,14.36
11.99,11.99
17.99,17.99
6.99,6.99
23.99,23.99
12.99,12.99
33.99,33.819
2.9,2.9
3.72,3.72
17.89,17.89
5.99,5.99
7.99,7.99
9.49,9.49
10.99,10.99
7.49,7.49
3.99,3.99
26.99,26.574
16.41,16.41
7.99,7.99
8.0,8.0
18.38,18.38
11.48,11.48
17.99,17.99
9.99,9.99
20.68,20.68
17.8,17.8
9.99,9.99
2.5,2.5
9.99,9.99
9.99,9.99
19.99,19.99
7.99,7.99
16.99,16.99
7.49,7.49
7.46,7.46
9.49,9.49
5.99,5.99
4.2,4.2
15.29,15.29
6.99,6.99
7.63,7.63
19.99,19.99
5.79,5.79
13.99,13.99
12.99,12.99
3.99,3.99
15.99,15.99
3.99,3.99
3.99,3.99
25.28,25.28
7.99,7.99
28.99,28.755
12.99,12.99
8.0,8.0
7.99,7.99
16.41,16.41
19.99,19.879
7.49,7.49
9.76,9.76
12.99,12.99
6.99,6.99
15.79,15.79
6.99,6.99
7.99,7.99
12.99,12.99
4.99,4.99
11.99,11.99
3.99,3.99
7.99,7.99
28.99,28.755
7.99,7.99
4.49,4.49
6.99,6.99
12.99,12.99
5.99,5.99
9.99,9.99
3.99,3.99
4.99,4.99
14.99,14.99
28.99,28.755
3.99,3.99
7.99,7.99
14.99,14.99
10.99,10.99
9.99,9.99
17.99,17.99
17.8,17.8
9.99,9.99
4.49,4.49
3.99,3.99
13.78,13.78
19.53,19.53
9.51,9.51
11.48,11.48
7.99,7.99
5.99,5.99
7.49,7.49
269.0,269.0
12.99,12.99
5.79,5.79
17.99,17.99
9.49,9.49
11.48,11.48
9.99,9.99
20.98,20.98
6.99,6.99
6.99,6.99
17.99,17.99
12.99,12.99
5.99,5.99
12.99,12.99
9.99,9.99
6.99,6.99
9.99,9.99
3.02,3.02
4.49,4.49
10.99,10.99
9.76,9.76
7.99,7.99
13.98,13.98
3.99,3.99
13.8,13.8
12.99,12.99
16.98,16.98
23.99,23.99
14.99,14.99
3.99,3.99
12.99,12.99
9.99,9.99
11.99,11.99
8.99,8.99
3.99,3.99
10.49,10.49
7.99,7.99
7.49,7.49
11.48,11.48
12.99,12.99
13.78,13.78
4.49,4.49
4.49,4.49
8.0,8.0
13.99,13.99
7.99,7.99
7.99,7.99
6.99,6.99
5.79,5.79
7.99,7.99
13.99,13.99
12.99,12.99
14.99,14.99
6.59,6.59
9.99,9.99
7.99,7.99
3.78,3.78
4.49,4.49
4.09,4.09
9.49,9.49
3.99,3.99
6.99,6.99
13.99,13.99
7.99,7.99
11.48,11.48
6.99,6.99
3.99,3.99
11.99,11.99
11.99,11.99
3.99,3.99
15.79,15.79
3.99,3.99
16.98,16.98
11.48,11.48
3.99,3.99
14.99,14.99
13.78,13.78
12.99,12.99
12.99,12.99
24.41,24.41
2.27,2.27
3.99,3.99
9.99,9.99
11.48,11.48
3.99,3.99
14.99,14.99
22.99,22.99
27.99,27.99
3.23,3.23
3.99,3.99
2.5,2.5
16.98,16.98
15.79,15.79
3.99,3.99
7.99,7.99
17.23,17.23
9.49,9.49
14.99,14.99
15.79,15.79
10.59,10.59
5.79,5.79
3.23,3.23
10.49,10.49
3.99,3.99
11.48,11.48
8.03,10.121
9.49,9.49
3.99,3.99
3.23,3.23
3.99,3.99
6.99,6.99
5.79,5.79
11.99,11.99
3.99,3.99
9.49,9.49
12.99,12.99
7.99,7.99
9.99,9.99
7.99,10.503
3.99,3.99
14.99,14.99
3.99,3.99
9.51,9.51
10.59,10.59
6.99,6.99
17.99,17.99
13.78,13.78
13.99,13.99
9.99,9.99
12.99,12.99
7.99,7.99
3.02,3.02
12.99,12.99
21.83,21.716
9.49,9.49
12.99,12.99
26.99,26.99
13.78,13.78
7.99,7.99
12.99,12.99
24.13,24.13
169.0,169.0
19.44,19.44
12.99,12.99
6.99,6.99
25.28,25.28
24.41,24.41
3.99,3.99
9.99,9.99
14.99,14.99
18.99,18.99
12.99,12.99
20.99,20.99
7.99,7.99
9.99,9.99
7.99,7.99
14.99,14.99
5.99,5.99
5.99,5.99
12.99,12.99
3.99,3.99
14.99,14.99
24.13,24.13
12.99,12.99
9.49,9.49
17.23,17.23
4.49,4.49
24.13,24.13
30.5,30.5
3.99,3.99
14.36,14.36
7.99,7.99
3.99,3.99
12.99,12.99
13.99,13.99
20.68,20.68
13.99,13.99
12.99,12.99
12.99,12.99
19.99,19.99
13.78,13.78
8.03,10.121
8.99,8.99
12.99,12.99
3.99,3.99
4.09,4.09
4.98,4.98
12.06,12.06
26.99,26.574
7.99,7.99
3.99,3.99
3.99,3.99
29.32,29.32
14.99,14.99
12.99,12.99
15.79,15.79
6.99,6.99
9.99,9.99
6.99,6.99
7.99,7.99
3.99,3.99
20.98,20.98
5.21,5.21
7.99,7.99
12.99,12.99
13.99,13.99
5.79,5.79
6.39,6.39
6.99,6.99
7.99,7.99
11.48,11.48
4.49,4.49
22.98,22.98
4.49,4.49
7.46,7.46
9.99,9.99
7.99,7.99
11.48,11.48
13.8,13.8
7.49,7.49
9.99,9.99
7.99,7.99
11.48,11.48
10.49,10.49
12.99,12.99
7.99,7.99
8.39,8.39
5.79,5.79
6.99,6.99
10.58,10.58
12.99,12.99
19.99,19.99
7.49,7.49
19.99,19.99
9.99,9.99
2.02,2.02
7.99,7.99
24.5,24.5
21.25,21.25
20.98,20.98
6.99,6.99
9.49,9.49
7.99,7.99
6.99,6.99
5.79,5.79
4.49,4.49
7.99,7.99
9.99,9.99
7.99,7.99
3.99,3.99
13.98,13.98
9.99,9.99
7.99,7.99
3.99,3.99
21.83,21.716
7.99,7.99
2.9,2.9
12.99,12.99
10.49,10.49
9.49,9.49
9.99,9.99
17.23,17.23
12.99,12.99
11.48,11.48
12.06,12.06
7.99,7.99
11.48,11.48
12.99,12.99
7.99,7.99
9.49,9.49
7.99,7.99
3.99,3.99
169.0,169.0
9.99,9.99
17.99,17.99
5.79,5.79
3.99,3.99
5.79,5.79
19.99,19.99
6.99,6.99
7.99,7.99
12.99,10.503
11.99,11.99
7.49,7.49
12.99,12.99
4.49,4.49
19.99,19.99
12.99,12.99
9.99,9.99
17.23,17.23
5.99,5.99
10.58,10.58
7.99,7.99
9.99,9.99
3.99,3.99
19.77,19.77
12.99,12.99
13.99,13.99
12.99,12.99
3.99,3.99
3.99,3.99
13.99,13.99
12.99,12.99
22.98,22.98
11.48,11.48
7.49,7.49
14.99,14.99
11.46,11.46
6.99,6.99
7.49,7.49
9.76,9.76
19.99,19.99
15.29,15.29
7.99,7.99
12.99,12.99
11.48,11.48
7.99,7.99
7.99,7.99
4.49,4.49
9.99,9.99
10.99,10.99
3.78,3.78
7.99,7.99
5.79,5.79
6.99,6.99
139.0,139.0
7.99,7.99
25.28,25.28
5.21,5.21
10.59,10.59
19.77,19.77
5.99,5.99
8.99,8.99
6.99,6.99
7.99,7.99
5.79,5.79
7.99,7.99
4.49,4.49
9.99,9.99
7.99,7.99
12.99,12.99
12.99,12.99
12.99,12.99
12.99,12.99
7.49,7.49
9.99,9.99
3.99,3.99
14.99,14.99
3.99,3.99
12.99,12.99
15.79,15.79
12.99,12.99
7.49,7.49
3.99,3.99
22.98,22.98
5.79,5.79
8.99,8.99
9.99,9.99
6.36,6.36
7.99,7.99
14.99,14.99
9.99,9.99
7.99,7.99
29.9,29.9
13.99,13.99
14.99,14.99
24.5,24.5
7.99,7.99
13.27,13.27
22.98,22.98
11.48,11.48
11.99,11.99
3.99,3.99
2.02,2.02
9.49,9.49
10.99,10.99
2.02,2.02
24.13,24.13
9.99,9.99
8.99,8.99
14.99,14.99
6.99,6.99
7.99,7.99
12.99,12.99
11.48,11.48
13.99,13.99
12.99,10.503
5.79,5.79
12.99,12.99
12.99,12.99
7.99,7.99
6.99,6.99
9.99,9.99
11.99,11.99
33.99,33.819
10.19,10.19
7.99,7.99
14.36,14.36
11.48,11.48
12.99,12.99
7.99,10.503
20.98,20.98
7.99,7.99
12.99,12.99
9.76,9.76
18.99,18.99
15.49,15.49
6.99,6.99
17.99,17.99
6.99,6.99
9.99,9.99
8.99,8.99
14.99,14.99
12.99,12.99
7.49,7.49
7.99,7.99
7.99,7.99
12.99,12.99
26.99,26.99
9.76,9.76
6.99,6.99
3.99,3.99
3.99,3.99
8.99,8.99
26.99,26.99
12.99,12.99
3.99,3.99
15.49,15.49
6.99,6.99
24.41,24.41
12.99,10.503
13.8,13.8
10.19,10.19
12.99,12.99
12.99,12.99
269.0,269.0
3.02,3.02
9.99,9.99
12.99,12.99
11.99,11.99
14.99,14.99
9.99,9.99
7.99,7.99
9.99,9.99
17.99,17.99
9.99,9.99
11.48,11.48
5.99,5.99
3.99,3.99
13.99,13.99
9.99,9.99
3.99,3.99
19.99,19.99
7.63,7.63
3.99,3.99
16.98,16.98
4.99,4.99
17.99,17.99
11.48,11.48
9.49,9.49
20.98,20.98
6.99,6.99
10.99,10.99
5.99,5.99
28.99,28.755
9.99,9.99
13.8,13.8
10.99,10.99
12.99,12.99
26.99,26.99
7.49,7.49
11.49,11.49
11.99,11.99
12.99,12.99
12.99,12.99
4.49,4.49
7.99,7.99
7.99,7.99
3.99,3.99
4.2,4.2
13.99,13.99
6.49,6.49
9.99,9.99
12.99,12.99
4.09,4.09
6.99,6.99
6.99,6.99
11.48,11.48
9.99,9.99
5.21,5.21
25.28,25.28
16.98,16.98
19.99,19.99
6.99,6.99
8.99,8.99
13.78,13.78
12.99,12.99
4.49,4.49
7.49,7.49
3.99,3.99
12.99,12.99
9.99,9.99
5.99,5.99
10.19,10.19
14.99,14.99
12.99,12.99
8.99,8.99
9.99,9.99
5.94,5.94
14.99,14.99
7.99,7.99
6.99,6.99
12.99,12.99
21.25,21.25
13.99,13.99
269.0,269.0
17.8,17.8
4.49,4.49
7.49,7.49
5.79,5.79
20.98,20.98
7.99,7.99
7.99,7.99
6.99,6.99
11.99,11.99
12.99,12.99
9.99,9.99
7.19,7.19
5.94,5.94
19.77,19.77
3.99,3.99
9.99,9.99
8.99,8.99
7.49,7.49
3.99,3.99
7.99,7.99
3.99,3.99
3.99,3.99
369.0,369.0
6.49,6.49
14.99,14.99
6.99,6.99
16.98,16.98
29.9,29.9
12.99,12.99
9.99,9.99
13.27,13.27
21.25,21.25
5.79,5.79
7.99,7.99
7.99,7.99
9.99,9.99
7.99,7.99
4.99,4.99
9.99,9.99
9.99,9.99
12.99,12.99
7.99,7.99
12.99,12.99
11.99,11.99
7.99,7.99
12.99,12.99
18.99,18.99
3.99,3.99
5.99,5.99
22.99,22.99
9.49,9.49
3.99,3.99
7.99,7.99
13.78,13.78
3.99,3.99
15.99,15.99
5.99,5.99
5.94,5.94
5.99,5.99
11.48,11.48
12.99,12.99
12.99,12.99
2.9,2.9
9.99,9.99
17.99,17.99
3.99,3.99
7.49,7.49
7.99,7.99
2.27,2.27
11.99,11.99
7.99,7.99
4.49,4.49
19.99,19.99
17.99,17.99
6.49,6.49
12.99,12.99
12.99,12.99
4.49,4.49
9.99,9.99
369.0,369.0
7.49,7.49
8.99,8.99
7.49,7.49
4.99,4.99
12.99,12.99
6.99,6.99
10.99,10.99
5.67,5.67
13.78,13.78
9.99,9.99
29.32,29.32
11.48,11.48
13.78,13.78
7.49,7.49
20.68,20.68
7.99,7.99
9.1,9.1
4.99,4.99
9.99,9.99
9.49,9.49
9.99,9.99
7.49,7.49
14.99,14.99
17.99,17.99
6.99,6.99
9.99,9.99
19.99,19.99
3.99,3.99
26.43,26.226
9.99,9.99
14.36,14.36
9.51,9.51
3.99,3.99
12.99,12.99
7.99,7.99
12.99,12.99
24.13,24.13
3.99,3.99
6.99,6.99
5.79,5.79
5.99,5.99
7.99,7.99
12.99,12.99
10.99,10.99
7.99,7.99
12.99,12.99
3.99,3.99
7.99,7.99
29.32,29.32
4.99,4.99
9.99,9.99
7.49,7.49
18.38,18.38
4.98,4.98
6.99,6.99
12.99,12.99
12.99,12.99
6.99,6.99
5.99,5.99
6.36,6.36
10.99,10.99
3.99,3.99
11.49,11.49
13.99,13.99
9.99,9.99
7.49,7.49
11.46,11.46
13.99,13.99
7.99,7.99
9.99,9.99
3.99,3.99
9.99,9.99
7.99,7.99
7.19,7.19
24.13,24.13
13.99,13.99
4.99,4.99
13.99,13.99
6.99,6.99
12.99,12.99
9.99,9.99
7.99,7.99
2.02,2.02
12.99,12.99
7.49,7.49
7.99,7.99
13.99,13.99
12.99,12.99
3.02,3.02
13.78,13.78
26.99,26.99
12.99,12.99
9.99,9.99
9.99,9.99
2.9,2.9
3.99,3.99
12.99,12.99
12.99,12.99
11.48,11.48
8.39,8.39
6.89,6.89
139.0,139.0
12.99,12.99
9.76,9.76
15.99,15.99
3.99,3.99
12.99,12.99
3.72,3.72
9.49,9.49
10.99,10.99
11.49,11.49
7.99,7.99
6.99,6.99
7.49,7.49
7.49,7.49
10.49,10.49
6.99,6.99
7.99,7.99
19.99,19.99
7.99,7.99
5.99,5.99
12.99,12.99
12.06,12.06
5.79,5.79
12.99,12.99
4.98,4.98
7.99,10.503
7.99,7.99
14.36,14.36
3.99,3.99
5.21,5.21
18.99,18.99
13.99,13.99
7.99,7.99
14.99,14.99
9.99,9.99
7.99,7.99
5.99,5.99
3.99,3.99
9.99,9.99
3.99,3.99
8.0,8.0
26.43,26.226
8.99,8.99
7.49,7.49
6.99,6.99
14.36,14.36
15.29,15.29
369.0,369.0
9.99,9.99
8.72,8.72
11.99,11.99
10.49,10.49
16.99,16.99
7.49,7.49
19.53,19.53
8.99,8.99
10.58,10.58
11.99,11.99
6.59,6.59
19.99,19.99
12.99,12.99
26.43,26.226
16.99,16.99
8.39,8.39
20.68,20.68
3.99,3.99
13.8,13.8
19.99,19.99
22.98,22.98
9.49,9.49
6.99,6.99
9.99,9.99
10.49,10.49
9.99,9.99
3.99,3.99
7.99,7.99
29.9,29.9
8.99,8.99
12.99,12.99
4.99,4.99
139.0,139.0
12.99,12.99
12.99,12.99
14.99,14.99
12.99,12.99
3.99,3.99
7.99,7.99
269.0,269.0
7.99,7.99
9.99,9.99
7.99,7.99
13.78,13.78
19.77,19.77
12.99,12.99
10.58,10.58
3.99,3.99
