Actual,Predicted
29.32,29.32
18.38,18.38
4.49,4.49
29.9,29.9
11.48,11.48
7.99,7.99
12.99,12.99
3.99,3.99
12.99,12.99
7.99,7.99
4.49,4.49
12.99,12.99
8.99,8.99
9.99,9.99
9.99,9.99
9.99,9.99
7.99,7.99
19.99,19.99
3.99,3.99
1.52,1.52
9.99,9.99
6.99,6.99
2.5,2.5
9.49,9.49
10.49,10.49
6.99,6.99
21.83,21.716
21.99,21.99
3.99,3.99
9.99,9.99
6.99,6.99
3.99,3.99
8.99,8.99
14.99,14.99
10.49,10.49
22.99,22.99
7.99,7.99
9.99,9.99
21.99,21.99
13.78,13.78
29.9,29.9
13.99,13.99
9.99,9.99
12.99,12.99
12.99,12.99
3.99,3.99
7.49,7.49
2.5,2.5
3.99,3.99
5.79,5.79
7.99,7.99
2.5,2.5
9.49,9.49
21.99,21.99
3.99,3.99
26.43,26.226
5.21,5.21
9.99,9.99
12.99,12.99
5.99,5.99
12.99,12.99
12.99,12.99
6.99,6.99
7.63,7.63
7.99,7.99
11.48,11.48
7.99,7.99
17.99,17.99
7.99,7.99
7.99,7.99
30.5,30.5
7.63,7.63
6.99,6.99
12.99,12.99
12.99,12.99
19.99,19.99
11.48,11.48
6.59,6.59
7.99,10.503
9.99,9.99
7.99,10.503
12.99,12.99
3.99,3.99
14.99,14.99
10.99,10.99
12.56,12.56
26.99,26.99
9.99,9.99
4.49,4.49
15.49,15.49
7.99,7.99
26.99,26.99
7.99,7.99
9.49,9.49
3.23,3.23
13.99,13.99
9.99,9.99
9.1,9.1
6.99,6.99
9.99,9.99
4.09,4.09
7.99,7.99
6.99,6.99
26.99,26.574
19.53,19.53
3.99,3.99
11.48,11.48
5.67,5.67
14.36,14.36
23.99,23.99
13.78,13.78
12.99,12.99
13.99,13.99
11.48,11.48
12.99,12.99
5.21,5.21
13.99,13.99
5.79,5.79
9.49,9.49
5.99,5.99
3.99,3.99
12.99,12.99
12.99,12.99
3.99,3.99
7.99,7.99
6.49,6.49
12.99,12.99
9.99,9.99
7.99,7.99
9.49,9.49
19.99,19.879
12.99,12.99
14.99,14.99
11.48,11.48
18.38,18.38
6.99,6.99
5.99,5.99
7.99,7.99
15.99,15.99
5.99,5.99
9.99,9.99
11.99,11.99
15.29,15.29
24.13,24.13
14.36,14.36
6.99,6.99
3.99,3.99
19.77,19.77
6.99,6.99
11.48,11.48
3.99,3.99
5.79,5.79
21.25,21.25
7.49,7.49
21.25,21.25
6.49,6.49
9.76,9.76
9.99,9.99
139.0,139.0
18.99,18.99
7.99,7.99
17.99,17.99
8.03,10.121
9.49,9.49
3.99,3.99
14.99,14.99
9.99,9.99
11.49,11.49
9.99,9.99
7.99,7.99
3.99,3.99
7.99,7.99
33.99,33.819
9.99,9.99
5.99,5.99
12.99,12.99
16.98,16.98
11.48,11.48
10.99,10.99
12.99,12.99
12.99,12.99
7.99,7.99
9.49,9.49
11.48,11.48
7.46,7.46
8.99,8.99
3.99,3.99
4.49,4.49
6.99,6.99
9.99,9.99
3.99,3.99
9.49,9.49
13.99,13.99
19.99,19.99
8.99,8.99
7.99,7.99
4.99,4.99
11.48,11.48
21.25,21.25
7.99,7.99
12.99,12.99
19.99,19.99
19.53,19.53
12.99,12.99
9.99,9.99
11.48,11.48
9.99,9.99
13.78,13.78
29.32,29.32
15.99,15.99
12.99,12.99
17.23,17.23
9.49,9.49
9.99,9.99
7.99,7.99
10.49,10.49
12.99,12.99
9.99,9.99
6.99,6.99
13.99,13.99
7.19,7.19
9.99,9.99
9.49,9.49
9.99,9.99
14.99,14.99
5.79,5.79
5.21,5.21
9.49,9.49
7.99,7.99
19.53,19.53
9.99,9.99
8.99,8.99
3.99,3.99
20.68,20.68
11.48,11.48
6.99,6.99
3.99,3.99
7.99,7.99
13.78,13.78
12.99,12.99
5.79,5.79
11.48,11.48
7.99,7.99
5.79,5.79
12.99,12.99
17.99,17.99
8.99,8.99
6.99,6.99
9.99,9.99
6.99,6.99
13.99,13.99
9.99,9.99
12.99,12.99
7.49,7.49
3.99,3.99
11.46,11.46
7.99,7.99
3.99,3.99
17.99,17.99
7.49,7.49
3.99,3.99
24.41,24.41
9.99,9.99
9.49,9.49
9.99,9.99
12.99,12.99
11.48,11.48
9.49,9.49
2.5,2.5
17.99,17.99
3.23,3.23
12.99,12.99
6.99,6.99
9.99,9.99
12.99,12.99
9.99,9.99
6.36,6.36
12.99,12.99
6.99,6.99
3.99,3.99
3.99,3.99
7.99,7.99
9.49,9.49
28.99,28.755
12.99,12.99
3.99,3.99
29.9,29.9
12.99,12.99
18.38,18.38
6.99,6.99
6.99,6.99
9.99,9.99
4.49,4.49
7.49,7.49
7.99,7.99
6.49,6.49
7.99,7.99
9.99,9.99
6.99,6.99
7.49,7.49
12.99,12.99
3.99,3.99
25.28,25.28
12.99,12.99
12.99,12.99
14.99,14.99
6.99,6.99
15.99,15.99
10.58,10.58
9.76,9.76
9.99,9.99
12.99,12.99
7.99,7.99
19.77,19.77
11.49,11.49
7.99,7.99
18.79,18.79
7.99,7.99
7.19,7.19
5.79,5.79
9.99,9.99
17.99,17.99
17.23,17.23
6.99,6.99
9.99,9.99
7.99,7.99
17.99,17.99
3.99,3.99
1.52,1.52
7.99,7.99
12.99,12.99
8.99,8.99
17.89,17.89
5.99,5.99
15.79,15.79
22.98,22.98
11.49,11.49
9.99,9.99
14.99,14.99
12.99,12.99
7.99,7.99
5.99,5.99
169.0,169.0
7.99,7.99
9.99,9.99
12.99,12.99
13.78,13.78
14.36,14.36
8.0,8.0
2.02,2.02
7.49,7.49
7.99,7.99
9.99,9.99
369.0,369.0
24.13,24.13
2.9,2.9
3.99,3.99
7.99,7.99
7.49,7.49
4.99,4.99
3.99,3.99
14.99,14.99
19.99,19.879
14.36,14.36
10.58,10.58
9.49,9.49
11.48,11.48
5.99,5.99
11.99,11.99
5.99,5.99
11.49,11.49
3.72,3.72
3.99,3.99
9.99,9.99
7.99,7.99
11.48,11.48
11.48,11.48
11.48,11.48
6.99,6.99
9.99,9.99
14.99,14.99
7.49,7.49
6.99,6.99
7.99,7.99
7.99,7.99
15.49,15.49
9.99,9.99
9.99,9.99
10.19,10.19
18.99,18.99
9.51,9.51
7.49,7.49
22.98,22.98
6.89,6.89
15.79,15.79
12.99,12.99
6.89,6.89
7.46,7.46
8.72,8.72
7.49,7.49
12.99,12.99
24.5,24.5
5.79,5.79
169.0,169.0
8.99,8.99
9.99,9.99
11.48,11.48
4.99,4.99
12.99,12.99
3.99,3.99
20.98,20.98
6.99,6.99
6.89,6.89
30.5,30.5
3.99,3.99
7.99,7.99
5.99,5.99
9.49,9.49
5.67,5.67
19.99,19.99
12.99,10.503
3.99,3.99
7.49,7.49
4.99,4.99
11.46,11.46
19.99,19.99
22.98,22.98
13.99,13.99
6.99,6.99
5.79,5.79
4.49,4.49
7.49,7.49
12.06,12.06
3.99,3.99
9.99,9.99
12.99,12.99
7.49,7.49
9.99,9.99
9.99,9.99
3.78,3.78
7.99,7.99
21.99,21.99
9.49,9.49
7.99,7.99
7.99,7.99
12.99,12.99
5.79,5.79
12.99,12.99
3.99,3.99
12.99,12.99
369.0,369.0
7.49,7.49
27.99,27.99
12.99,12.99
9.49,9.49
11.48,11.48
12.99,12.99
12.99,12.99
7.99,7.99
21.25,21.25
9.99,9.99
7.99,7.99
12.99,10.503
11.48,11.48
14.99,14.99
9.99,9.99
8.99,8.99
8.99,8.99
12.99,12.99
8.99,8.99
9.99,9.99
12.99,12.99
3.99,3.99
6.39,6.39
11.48,11.48
3.99,3.99
9.76,9.76
6.99,6.99
3.99,3.99
6.99,6.99
13.99,13.99
3.99,3.99
3.99,3.99
9.76,9.76
5.94,5.94
6.49,6.49
21.99,21.99
13.78,13.78
3.99,3.99
9.49,9.49
12.99,12.99
5.99,5.99
7.49,7.49
7.99,7.99
19.77,19.77
3.99,3.99
14.36,14.36
12.99,12.99
7.49,7.49
8.99,8.99
7.99,7.99
7.99,7.99
6.99,6.99
7.99,7.99
8.72,8.72
25.28,25.28
9.49,9.49
7.99,7.99
10.99,10.99
25.28,25.28
9.99,9.99
13.99,13.99
19.53,19.53
9.49,9.49
9.99,9.99
13.99,13.99
7.99,7.99
6.99,6.99
7.99,7.99
15.29,15.29
12.99,12.99
12.99,12.99
12.99,12.99
14.99,14.99
7.99,7.99
12.99,12.99
13.99,13.99
11.48,11.48
12.99,12.99
9.99,9.99
6.99,6.99
7.99,7.99
7.99,7.99
3.99,3.99
12.99,12.99
4.99,4.99
6.99,6.99
10.19,10.19
5.79,5.79
7.49,7.49
24.13,24.13
4.99,4.99
3.99,3.99
1.52,1.52
16.41,16.41
7.99,7.99
17.99,17.99
26.43,26.226
5.99,5.99
13.78,13.78
8.99,8.99
13.99,13.99
9.49,9.49
7.99,7.99
18.38,18.38
7.99,7.99
7.99,7.99
3.99,3.99
24.41,24.41
6.99,6.99
4.99,4.99
7.49,7.49
7.99,7.99
22.98,22.98
5.67,5.67
12.99,12.99
2.27,2.27
9.99,9.99
7.99,7.99
11.99,11.99
17.99,17.99
6.59,6.59
3.99,3.99
7.49,7.49
7.99,7.99
12.99,12.99
14.99,14.99
12.99,12.99
9.49,9.49
12.99,12.99
21.99,21.99
18.99,18.99
5.99,5.99
3.99,3.99
14.99,14.99
16.41,16.41
7.99,7.99
20.68,20.68
6.99,6.99
26.43,26.226
12.99,12.99
3.99,3.99
19.53,19.53
7.99,7.99
12.99,12.99
11.48,11.48
169.0,169.0
10.49,10.49
13.78,13.78
9.99,9.99
3.99,3.99
3.99,3.99
9.99,9.99
6.99,6.99
9.51,9.51
11.46,11.46
27.99,27.99
13.99,13.99
7.99,7.99
13.8,13.8
12.99,12.99
9.99,9.99
7.99,7.99
7.49,7.49
7.99,7.99
18.38,18.38
5.94,5.94
8.99,8.99
169.0,169.0
6.59,6.59
7.99,7.99
7.99,7.99
17.23,17.23
27.99,27.99
3.99,3.99
9.99,9.99
6.99,6.99
5.99,5.99
29.32,29.32
9.99,9.99
4.99,4.99
9.99,9.99
3.99,3.99
13.99,13.99
14.99,14.99
11.48,11.48
9.99,9.99
7.99,7.99
14.36,14.36
7.99,7.99
7.99,7.99
5.79,5.79
3.99,3.99
17.99,17.99
25.28,25.28
6.99,6.99
14.99,14.99
2.9,2.9
24.41,24.41
6.99,6.99
7.49,7.49
16.99,16.99
3.23,3.23
10.99,10.99
18.79,18.79
9.99,9.99
15.49,15.49
7.99,7.99
3.78,3.78
9.49,9.49
3.99,3.99
9.99,9.99
18.38,18.38
4.49,4.49
8.99,8.99
7.99,7.99
10.19,10.19
3.99,3.99
4.2,4.2
9.99,9.99
9.99,9.99
13.78,13.78
12.99,12.99
169.0,169.0
8.39,8.39
8.99,8.99
5.79,5.79
6.99,6.99
12.99,12.99
29.32,29.32
9.99,9.99
7.99,7.99
2.27,2.27
12.99,12.99
22.98,22.98
3.99,3.99
15.49,15.49
19.99,19.99
12.99,12.99
3.99,3.99
9.99,9.99
26.43,26.226
4.99,4.99
9.49,9.49
12.99,12.99
6.99,6.99
11.48,11.48
7.99,7.99
12.99,12.99
12.99,12.99
7.99,7.99
7.99,7.99
7.99,7.99
15.99,15.99
18.38,18.38
9.51,9.51
3.23,3.23
11.99,11.99
11.48,11.48
29.32,29.32
2.02,2.02
3.99,3.99
7.99,7.99
6.99,6.99
23.99,23.99
10.99,10.99
169.0,169.0
16.99,16.99
9.76,9.76
26.99,26.99
5.79,5.79
5.99,5.99
30.5,30.5
14.99,14.99
13.99,13.99
9.99,9.99
9.99,9.99
7.99,7.99
16.99,16.99
7.99,7.99
9.99,9.99
3.99,3.99
6.99,6.99
14.99,14.99
7.49,7.49
7.99,7.99
7.99,7.99
11.48,10.121
24.13,24.13
7.49,7.49
13.99,13.99
11.46,11.46
12.99,12.99
13.78,13.78
14.36,14.36
19.99,19.879
7.99,7.99
9.99,9.99
6.99,6.99
9.49,9.49
11.48,11.48
7.99,7.99
19.77,19.77
7.99,7.99
6.49,6.49
18.79,18.79
11.48,11.48
22.99,22.99
8.99,8.99
8.99,8.99
7.99,7.99
17.99,17.99
17.23,17.23
19.53,19.53
14.99,14.99
12.99,12.99
13.99,13.99
3.99,3.99
3.99,3.99
9.99,9.99
7.99,7.99
9.99,9.99
14.36,14.36
6.99,6.99
17.99,17.99
9.99,9.99
3.99,3.99
3.99,3.99
14.99,14.99
12.99,12.99
9.99,9.99
8.99,8.99
3.99,3.99
7.49,7.49
5.99,5.99
11.48,11.48
22.99,22.99
3.99,3.99
7.99,7.99
7.49,7.49
2.27,2.27
16.98,16.98
5.99,5.99
7.99,7.99
12.99,12.99
12.99,12.99
12.99,12.99
14.99,14.99
7.99,10.503
16.98,16.98
7.99,7.99
10.99,10.99
12.99,12.99
4.99,4.99
9.49,9.49
4.98,4.98
12.99,12.99
7.99,7.99
3.99,3.99
9.99,9.99
3.99,3.99
8.99,8.99
7.99,7.99
12.99,12.99
9.99,9.99
6.99,6.99
3.99,3.99
23.99,23.99
3.99,3.99
4.99,4.99
12.99,12.99
13.99,13.99
8.0,8.0
11.48,11.48
9.99,9.99
6.99,6.99
17.23,17.23
3.99,3.99
17.99,17.99
6.49,6.49
13.78,13.78
13.78,13.78
7.99,7.99
12.99,12.99
7.99,7.99
14.99,14.99
7.99,7.99
3.99,3.99
7.99,7.99
9.99,9.99
9.49,9.49
12.99,12.99
12.99,12.99
4.2,4.2
7.49,7.49
4.09,4.09
7.99,7.99
26.43,26.226
3.72,3.72
9.49,9.49
6.39,6.39
10.99,10.99
8.99,8.99
3.99,3.99
12.06,12.06
17.99,17.99
12.99,12.99
6.99,6.99
11.48,11.48
24.13,24.13
9.99,9.99
21.99,21.99
29.32,29.32
5.79,5.79
11.99,11.99
7.99,7.99
8.99,8.99
6.39,6.39
9.99,9.99
15.79,15.79
13.78,13.78
12.99,12.99
9.99,9.99
24.5,24.5
9.99,9.99
20.99,20.99
3.99,3.99
9.99,9.99
11.99,11.99
26.43,26.226
12.99,12.99
3.99,3.99
12.99,12.99
12.99,12.99
14.99,14.99
9.99,9.99
22.99,22.99
12.99,12.99
6.99,6.99
5.99,5.99
2.27,2.27
8.99,8.99
15.29,15.29
19.53,19.53
12.99,12.99
12.99,12.99
269.0,269.0
3.99,3.99
7.99,7.99
7.99,7.99
3.99,3.99
7.99,7.99
3.99,3.99
12.99,12.99
3.99,3.99
139.0,139.0
20.98,20.98
7.49,7.49
20.68,20.68
11.48,11.48
7.99,7.99
12.99,12.99
3.99,3.99
5.99,5.99
7.99,7.99
12.99,12.99
7.99,7.99
6.99,6.99
15.79,15.79
12.99,12.99
5.99,5.99
2.5,2.5
11.48,11.48
7.99,7.99
8.99,8.99
14.99,14.99
7.46,7.46
14.36,14.36
13.99,13.99
1.52,1.52
12.99,12.99
11.48,11.48
19.99,19.99
20.68,20.68
14.99,14.99
3.99,3.99
14.99,14.99
269.0,269.0
139.0,139.0
7.63,7.63
7.99,7.99
11.48,11.48
25.28,25.28
12.99,12.99
17.23,17.23
6.59,6.59
7.99,7.99
12.99,12.99
3.99,3.99
7.99,7.99
2.99,3.78
20.68,20.68
12.99,12.99
25.28,25.28
15.79,15.79
20.98,20.98
12.99,12.99
5.99,5.99
7.99,7.99
11.99,11.99
9.49,9.49
7.49,7.49
9.49,9.49
18.38,18.38
10.49,10.49
18.38,18.38
9.76,9.76
24.5,24.5
14.99,14.99
7.99,7.99
9.99,9.99
24.5,24.5
24.41,24.41
11.48,11.48
6.49,6.49
9.49,9.49
13.99,13.99
16.41,16.41
269.0,269.0
7.99,7.99
6.99,6.99
11.99,11.99
27.99,27.99
15.49,15.49
6.99,6.99
19.53,19.53
7.99,7.99
6.99,6.99
11.48,11.48
11.48,11.48
19.53,19.53
269.0,269.0
6.49,6.49
7.49,7.49
14.99,14.99
3.99,3.99
12.99,12.99
9.49,9.49
29.9,29.9
12.99,12.99
12.99,12.99
17.99,17.99
14.99,14.99
9.99,9.99
12.99,12.99
9.99,9.99
19.44,19.44
15.29,15.29
7.49,7.49
9.49,9.49
7.99,7.99
12.99,12.99
8.72,8.72
7.99,7.99
15.29,15.29
11.48,11.48
3.99,3.99
9.49,9.49
6.99,6.99
9.99,9.99
12.99,12.99
7.99,7.99
9.49,9.49
17.23,17.23
9.99,9.99
3.99,3.99
5.79,5.79
6.99,6.99
24.13,24.13
12.99,12.99
7.63,7.63
10.99,10.99
3.99,3.99
8.0,8.0
9.49,9.49
3.99,3.99
9.99,9.99
8.99,8.99
5.99,5.99
10.49,10.49
9.49,9.49
18.99,18.99
3.99,3.99
6.99,6.99
3.99,3.99
26.99,26.99
21.83,21.716
3.99,3.99
9.99,9.99
19.99,19.99
11.48,11.48
7.99,7.99
9.99,9.99
7.99,7.99
9.99,9.99
9.99,9.99
5.21,5.21
7.99,7.99
3.99,3.99
3.99,3.99
3.99,3.99
14.99,14.99
7.49,7.49
20.68,20.68
17.99,17.99
7.99,7.99
8.99,8.99
7.99,7.99
7.63,7.63
139.0,139.0
6.99,6.99
11.99,11.99
7.99,7.99
12.99,12.99
9.99,9.99
2.5,2.5
3.99,3.99
9.99,9.99
3.99,3.99
12.99,12.99
12.99,12.99
12.99,12.99
11.48,11.48
14.99,14.99
5.79,5.79
15.79,15.79
13.27,13.27
9.99,9.99
12.99,12.99
17.99,17.99
6.49,6.49
4.2,4.2
7.49,7.49
13.78,13.78
7.99,7.99
13.99,13.99
12.99,12.99
7.99,7.99
6.99,6.99
7.99,10.503
9.49,9.49
6.59,6.59
14.36,14.36
21.25,21.25
9.49,9.49
7.49,7.49
20.98,20.98
7.99,7.99
12.06,12.06
12.99,12.99
9.49,9.49
7.99,7.99
7.99,7.99
4.99,4.99
8.99,8.99
3.99,3.99
3.99,3.99
7.99,7.99
4.99,4.99
15.79,15.79
3.99,3.99
6.99,6.99
9.99,9.99
20.99,20.99
22.99,22.99
12.99,12.99
7.99,7.99
7.99,7.99
12.99,12.99
6.99,6.99
17.23,17.23
7.99,7.99
9.49,9.49
7.99,7.99
17.99,17.99
25.28,25.28
9.49,9.49
12.99,12.99
11.99,11.99
12.99,12.99
11.48,11.48
9.49,9.49
12.99,12.99
5.67,5.67
8.99,8.99
14.36,14.36
2.27,2.27
12.99,12.99
7.99,7.99
4.49,4.49
17.99,17.99
12.99,12.99
6.99,6.99
7.99,7.99
9.49,9.49
12.99,12.99
2.5,2.5
17.8,17.8
7.99,7.99
6.99,6.99
5.99,5.99
7.99,7.99
6.99,6.99
3.99,3.99
4.49,4.49
5.99,5.99
3.99,3.99
7.99,7.99
8.99,8.99
6.99,6.99
12.99,12.99
3.99,3.99
12.99,12.99
12.99,12.99
5.79,5.79
11.99,11.99
7.49,7.49
9.99,9.99
7.99,7.99
2.9,2.9
7.99,7.99
9.99,9.99
6.49,6.49
2.02,2.02
6.99,6.99
12.06,12.06
14.99,14.99
12.99,12.99
19.99,19.99
9.49,9.49
11.48,11.48
3.99,3.99
24.41,24.41
5.21,5.21
10.99,10.99
13.99,13.99
5.79,5.79
7.99,7.99
28.99,28.755
9.99,9.99
11.48,11.48
5.79,5.79
11.99,11.99
12.99,12.99
3.99,3.99
10.99,10.99
7.49,7.49
6.89,6.89
20.68,20.68
7.99,7.99
9.99,9.99
3.99,3.99
17.99,17.99
7.99,7.99
5.99,5.99
7.63,7.63
6.99,6.99
9.99,9.99
7.99,7.99
7.99,7.99
12.99,12.99
9.99,9.99
7.99,7.99
25.28,25.28
11.99,11.99
3.99,3.99
12.99,12.99
11.48,11.48
7.99,7.99
10.49,10.49
12.99,12.99
5.99,5.99
9.49,9.49
9.99,9.99
7.49,7.49
12.99,12.99
7.99,7.99
12.99,12.99
3.72,3.72
3.99,3.99
7.99,7.99
7.19,7.19
12.99,12.99
14.99,14.99
4.49,4.49
17.99,17.99
12.99,12.99
169.0,169.0
9.49,9.49
20.68,20.68
7.99,7.99
17.99,17.99
5.79,5.79
7.49,7.49
3.99,3.99
26.43,26.226
7.99,7.99
5.21,5.21
12.99,12.99
13.99,13.99
269.0,269.0
7.99,7.99
7.99,7.99
7.99,7.99
19.99,19.99
26.99,26.574
3.99,3.99
6.99,6.99
9.99,9.99
15.29,15.29
11.48,11.48
29.9,29.9
12.99,12.99
9.99,9.99
7.49,7.49
28.99,28.755
8.99,8.99
6.99,6.99
5.79,5.79
9.99,9.99
10.49,10.49
14.99,14.99
7.99,7.99
13.99,13.99
6.39,6.39
11.48,11.48
9.99,9.99
24.13,24.13
12.99,12.99
19.53,19.53
5.21,5.21
12.99,12.99
28.99,28.755
9.76,9.76
24.13,24.13
5.21,5.21
12.99,12.99
19.99,19.99
4.99,4.99
9.99,9.99
19.99,19.99
7.99,7.99
15.79,15.79
7.49,7.49
6.99,6.99
8.99,8.99
7.99,7.99
7.99,7.99
29.32,29.32
17.99,17.99
1.52,1.52
4.98,4.98
12.99,12.99
9.99,9.99
13.8,13.8
13.78,13.78
12.99,12.99
7.63,7.63
8.0,8.0
9.99,9.99
10.99,10.99
4.98,4.98
7.99,7.99
7.99,7.99
3.78,3.78
21.83,21.716
7.99,7.99
14.99,14.99
22.99,22.99
19.99,19.99
8.99,8.99
16.98,16.98
7.99,7.99
5.99,5.99
10.58,10.58
24.5,24.5
5.79,5.79
7.49,7.49
12.99,12.99
13.98,13.98
11.48,11.48
9.99,9.99
17.23,17.23
13.27,13.27
7.49,7.49
9.99,9.99
7.99,7.99
25.28,25.28
4.98,4.98
7.99,7.99
13.99,13.99
9.99,9.99
12.99,12.99
27.99,27.99
11.48,11.48
7.99,7.99
11.48,11.48
3.99,3.99
7.99,7.99
9.49,9.49
12.99,12.99
9.49,9.49
11.48,11.48
11.99,11.99
21.25,21.25
25.28,25.28
3.99,3.99
9.99,9.99
9.99,9.99
12.24,12.24
9.99,9.99
9.99,9.99
3.99,3.99
5.67,5.67
12.99,12.99
2.9,2.9
9.49,9.49
3.99,3.99
5.99,5.99
6.99,6.99
6.99,6.99
5.79,5.79
23.99,23.99
6.99,6.99
3.99,3.99
19.99,19.99
9.49,9.49
12.99,12.99
6.99,6.99
12.99,12.99
7.99,7.99
10.58,10.58
3.99,3.99
7.99,7.99
24.13,24.13
4.09,4.09
9.99,9.99
6.99,6.99
27.99,27.99
3.99,3.99
6.99,6.99
4.49,4.49
7.99,7.99
17.99,17.99
9.99,9.99
12.99,12.99
4.49,4.49
26.99,26.99
12.99,12.99
5.79,5.79
3.99,3.99
12.99,12.99
11.48,11.48
5.79,5.79
17.8,17.8
13.99,13.99
12.06,12.06
12.99,12.99
5.79,5.79
5.67,5.67
24.5,24.5
9.99,9.99
21.83,21.716
10.49,10.49
5.99,5.99
5.79,5.79
3.99,3.99
16.41,16.41
15.79,15.79
9.49,9.49
6.99,6.99
4.99,4.99
5.94,5.94
3.99,3.99
6.99,6.99
3.99,3.99
9.99,9.99
9.99,9.99
6.49,6.49
5.79,5.79
9.99,9.99
19.53,19.53
3.99,3.99
3.99,3.99
7.99,7.99
13.27,13.27
3.99,3.99
9.99,9.99
15.99,15.99
10.58,10.58
3.99,3.99
12.99,12.99
8.72,8.72
3.99,3.99
7.19,7.19
12.99,12.99
12.99,12.99
7.99,7.99
9.99,9.99
7.49,7.49
6.99,6.99
12.99,12.99
11.99,11.99
12.24,12.24
11.99,11.99
6.99,6.99
19.53,19.53
12.99,12.99
9.99,9.99
5.99,5.99
24.13,24.13
12.99,12.99
7.49,7.49
5.99,5.99
11.99,11.99
8.99,8.99
12.99,12.99
25.28,25.28
9.99,9.99
13.78,13.78
19.99,19.879
12.99,12.99
5.99,5.99
5.79,5.79
27.99,27.99
3.99,3.99
5.79,5.79
15.49,15.49
7.49,7.49
12.99,12.99
9.99,9.99
9.99,9.99
9.99,9.99
26.99,26.574
20.68,20.68
26.99,26.99
11.48,11.48
13.99,13.99
2.02,2.02
16.98,16.98
4.98,4.98
5.99,5.99
4.49,4.49
13.99,13.99
12.99,12.99
269.0,269.0
5.79,5.79
7.99,7.99
24.13,24.13
10.99,10.99
11.48,11.48
4.49,4.49
11.46,11.46
9.99,9.99
7.46,7.46
7.99,7.99
6.99,6.99
16.99,16.99
3.99,3.99
4.49,4.49
12.99,12.99
7.99,7.99
7.99,7.99
12.99,12.99
7.99,7.99
6.99,6.99
17.99,17.99
12.99,12.99
12.99,12.99
3.99,3.99
5.99,5.99
12.24,12.24
14.99,14.99
6.99,6.99
9.99,9.99
6.99,6.99
19.53,19.53
12.99,12.99
12.99,12.99
5.99,5.99
10.49,10.49
3.99,3.99
7.99,7.99
27.99,27.99
16.41,16.41
12.99,12.99
3.23,3.23
17.89,17.89
12.99,12.99
13.99,13.99
4.99,4.99
25.28,25.28
17.99,17.99
5.21,5.21
6.99,6.99
14.99,14.99
6.99,6.99
7.19,7.19
6.49,6.49
9.49,9.49
7.99,7.99
5.79,5.79
12.99,12.99
21.99,21.99
13.8,13.8
13.99,13.99
29.9,29.9
7.99,7.99
29.99,33.819
27.99,27.99
3.99,3.99
6.99,6.99
19.44,19.44
4.49,4.49
19.53,19.53
4.49,4.49
8.99,8.99
3.99,3.99
3.99,3.99
16.98,16.98
3.99,3.99
25.28,25.28
9.99,9.99
3.99,3.99
19.99,19.99
6.99,6.99
15.29,15.29
3.02,3.02
9.99,9.99
6.99,6.99
3.99,3.99
6.99,6.99
14.99,14.99
9.49,9.49
10.99,10.99
10.99,10.99
17.8,17.8
9.99,9.99
7.99,7.99
6.36,6.36
11.99,11.99
9.99,9.99
19.53,19.53
10.49,10.49
7.99,7.99
3.99,3.99
12.99,12.99
9.51,9.51
9.99,9.99
7.99,7.99
9.99,9.99
10.59,10.59
13.27,13.27
9.99,9.99
7.99,7.99
26.99,26.99
9.49,9.49
22.98,22.98
14.99,14.99
369.0,369.0
9.99,9.99
3.99,3.99
12.99,12.99
17.89,17.89
19.53,19.53
14.99,14.99
13.78,13.78
4.99,4.99
12.99,12.99
7.49,7.49
14.99,14.99
10.99,10.99
5.79,5.79
3.23,3.23
12.24,12.24
7.49,7.49
12.99,10.503
7.99,7.99
9.99,9.99
9.99,9.99
6.99,6.99
6.99,6.99
14.36,14.36
9.99,9.99
7.99,7.99
33.99,33.819
7.99,7.99
3.99,3.99
14.99,14.99
7.63,7.63
6.49,6.49
3.99,3.99
9.99,9.99
7.99,7.99
6.49,6.49
369.0,369.0
9.49,9.49
6.99,6.99
4.49,4.49
20.68,20.68
7.99,7.99
7.99,7.99
3.99,3.99
10.49,10.49
7.99,7.99
5.99,5.99
10.19,10.19
9.99,9.99
11.99,11.99
14.36,14.36
20.99,20.99
3.99,3.99
6.99,6.99
6.99,6.99
9.99,9.99
5.79,5.79
7.99,7.99
15.79,15.79
7.99,7.99
13.98,13.98
3.23,3.23
22.98,22.98
8.72,8.72
12.99,12.99
24.13,24.13
11.48,11.48
7.99,7.99
11.46,11.46
30.5,30.5
3.72,3.72
3.99,3.99
9.99,9.99
12.99,12.99
9.49,9.49
12.99,10.503
6.59,6.59
8.99,8.99
12.99,12.99
3.99,3.99
30.5,30.5
4.09,4.09
15.29,15.29
12.99,12.99
9.99,9.99
7.99,10.503
11.48,11.48
19.99,19.99
9.49,9.49
12.99,12.99
8.99,8.99
9.49,9.49
12.99,12.99
3.23,3.23
7.49,7.49
6.39,6.39
7.99,7.99
3.99,3.99
12.99,12.99
4.2,4.2
3.99,3.99
12.99,12.99
7.99,7.99
10.99,10.99
6.99,6.99
3.99,3.99
17.99,17.99
12.24,12.24
3.99,3.99
169.0,169.0
7.99,7.99
3.99,3.99
12.99,12.99
13.99,13.99
17.99,17.99
9.49,9.49
9.76,9.76
9.99,9.99
4.49,4.49
9.99,9.99
12.99,12.99
3.99,3.99
8.39,8.39
14.36,14.36
12.99,12.99
3.99,3.99
12.99,12.99
12.99,12.99
6.99,6.99
